date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: March 2022,EltonMa,Clean.  Tidy.  Convenient.  Accommodating,"- Room is small, but it has everything I need. - Staff are accommodating and friendly.  Reception staff are very helpful. - The restaurant at the ground floor is very nice too, food is good quality.  (I only tried breakfast).  I recommend their wheat toast, i don't know why, it's just how I like it. - Close to 3 MRT stations (Rocher, Bencoolen, Bugis).   - Price is reasonable. - They have laundry room (SGD6 for a load).  Not bad at all - One tiny issue: the floor under the bed is a bit dusty.  Simply speaking, I have absolutely no complaint.  I will surely choose them again.",,Hong Kong,67 ,71 ,5.0,
Date of stay: March 2022,Sonia S,Central location,"This ia an ideal hotel if you are looking for a simple, clean, centrally located hotel in Singapore. Restaurants, shops, MRT, bugis centre, little India are within walking distance. Hotel staff made us feel welcomed thoughout our one week stay. Matress was super comfy! Breakfast was adapted to our diet needs, overall a great staym will definitely stay again. Pick the higher floors for a great view of the city.  Sonia",,,1 ,1 ,4.0,
Date of stay: March 2022,wilsonhocw,staycation,"1st time staying here at the Ibis Singapore on Bencoolen Hotel, and surprisingly it's well-furnished and well-kept for a 3-star hotel, and hotel staff is very responsive and friendly.  Ibis Singapore on Bencoolen Hotel is strategically situated in the heart of Bencoolen / Bugis area which is well-known for it's many historical buildings and heritage sites, as well as numerous well-known eateries and local street food.  2 of the most well-known temples in Singapore, Kwan Im Thong Hood Cho Temple and Sri Krishnan Temple, are located right behind the hotel.  Complimentary welcome drinks, 20% off food at in-house Taste Restaurant and other benefits as accorded to Accor members.  Update: We were super-impressed by the exemplary service (going the extra mile) rendered by your",,"Singapore, Singapore",1782 ,75 ,,5.0
Date of stay: February 2022,LVVal,Excellent customer service,"I had an extremely pleasant stay at the hotel and I received the most outstanding service from all staff that I had the opportunity to interact. I would like to give special thanks to the lady that cleaned my room, her name is Lee, she was always with a smile and friendly, the cleaning was always spotless and since I was working from the room she was always concern to do it fast for not interrupting, she is a very nice young lady. The duty night manager  Mr Kishaant, hats off to him because unfortunately I had to shorten my stay due to family issues and he helped me processing the cancellation and the additional reservation I needed for one day, he gave me extraordinary support on this matter, very patient and without putting any excuses or reasons why not, I was very pleased",,,1 ,1 ,5.0,
Date of stay: March 2020,aidem96,very variative breakfast menu,"i like Ibis Bencoolen Hotel, location very closed to central city, cleaned and secure. event the room is budget size but they give very variative breakfast menu. many times i stayed here whenever arrived at Singapore for business or holiday.",,"Dhaka City, Bangladesh",6 ,2 ,5.0,
Date of stay: December 2019,Beatrice,Cozy Hotel,I spent 2 night at this hotel and all the service that provided by this hotel is amazing.   I try the breakfast and taste is not that bad but also not that good. Hopefully the taste can be improved.   I’ve had great stay in this hotel.  Thank You,,"Batam, Indonesia",8 ,13 ,5.0,
Date of stay: January 2020,dinu79,"Smart, Clean, Good Location, Value for money","This was my second stay at Ibis Bencoolen.   Being an Accor Gold Member, I was allowed early checkin at 10 AM and late checkout until 4 PM and welcome drink.   Breakfast was really nice, with great variety.  Recommended for Business and Budget Travellers.",,"Dubai, United Arab Emirates",212 ,53 ,4.0,
Date of stay: October 2019,Marsha F,Wonderful experience,"This was our first time at this hotel, and won’t be our last. Friendly check in, the concierge who took our bags was so helpful. Close to restaurants, hop on hop off, public transportation. Room was smaller but very clean and well maintained during our four night stay. We chose the buffet breakfast inclusion. The food was really good, lots of choice. Coffee was delicious. I had two pills on the table to take, a server ran to get me a glass of water! ",,"Gatineau, Canada",32 ,45 ,4.0,
Date of stay: October 2019,Geoff_and_Juls,Great Base for Tourists,"Firstly, the good points: Comfortable and clean rooms, friendly receptionists, lovely breakfasts - buffet style, and a good place to have a meal and a drink in the evening if you've worn yourselves out in the day. Again, the staff here are extremely friendly. The hotel is conveniently located with public transport just around the corner. It is possible to walk downtown, too. There are some good quality local restaurants, cafes, etc. right outside the hotel. Our only niggle was the deposit which I was obliged to make when we arrived. $600 which did not reappear on my card until 6 weeks later! Imagine if I had to do that in every hotel! There must be a better way. However, we would stay here again if visiting Singapore.",,"Mellieha, Malta",276 ,169 ,4.0,
Date of stay: October 2019,Gianluca3008,BEST LOCATION,"Very comfortable hotel, nice staff, totally in downtown you can reach all of major interestings destinations from here andahave a very comfortable return. Rooms clean and quiet, nice external gym very professional staff. I think it is one of the best choice in Singapore.",,"Rome, Italy",2192 ,280 ,,4.0
Date of stay: March 2020,MalaysiaMinky,3 Star price for 5 x 5 star hotel!!!," 5 star location   5 star service,  5 star Customer Care  5 star attention to details 5 star CSR  Better than most 5 star hotels   Location Excellent location near to MRT, bus stops, market, shopping centre, temples, churches , art centres even hospital   Its possibly the only Ibis that gives u everything u need. TV mini bar, kettle , free coffee tea , iron and ironing board, free bicycle, free phone, free refill water , special pillow request, u name it they give u  So much effort has been put in with regards to their CSR, no plastic water bottles, they give u refillable glass bottle, no plastic tubes of shower and soap but dispenser type. Free bicycle to encourage u to reduce carbon footprint and exercise, out source gym membership, even pens are made by some children from A",,Malaysia,576 ,125 ,,5.0
Date of stay: April 2019,rowQld,Stayed many Times,We have enjoyed our stays at ibis Singapore on Bencoolen Hotel when holidaying in this beautiful city. It is located very close to the city centre and is a very modern hotel with very comfy rooms and delicious breakfasts.,,"Brisbane, Australia",263 ,55 ,,5.0
Date of stay: February 2020,William J,Great hotel,I found this hotel to be awesome - arrived early and they let us check in early - staff very helpful - they booked tours for us - the buffet breakfast was great so much to choose from. Rooms very clean and tidy and the cleaning staff so great they even made a dog out of towels put on the bed with a note wishing us a lovely day. Close to markets - 7-11 next door - just awesome.,,,58 ,48 ,5.0,
