date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: May 2023,EPWong,Perfect Venue for Small Business Conference/Seminar,"Booked Inkwood Room for a business conference & seminar with Lynn & Jonathan. They are very accommodating to our needs, attending to our requests promptly. The venue was very well arranged, neat & clean, very pleasant. Snacks prepared were delicious too. Our guests were very impressed overall, thank you Paradox Hotel!",Trip type: Travelled on business,Singapore,2 ,,,5.0
Date of stay: April 2023,Hoan Vu T,"Great hotel, friendly staff, highly recommend.","We had 3 nights here (16-19/04). The staff are very friendly and helpful, we had a late flight out at 0050hr and the hotel allowed us to leave our luggage with them and use their pool/ shower even after check out. Handy due to the humid weather. The hotel is situated near a train station Clarke Quay which is approx 2 min on foot. The room is spacious with house cleaning daily. The gym and pool facilities were great. Not much negative to say (my partner said the pillows were slightly too hard but slept like a log). Highly recommend.",,"Melbourne, Australia",16 ,1 ,5.0,
Date of stay: May 2023,Escape32744181690,Seafood delight,"The Paradox is in a convenient position in relation to food, shops and transport. The hotel has the most incredible Seafood buffet....I've never seen anything like it in my life.  We met Ramesh who was happy to chat, share some tips, introduced us to Durian fruit and explained the history of where we were eating. The Seafood buffet was extraordinary....so many options, so fresh, so beautifully arranged, all the staff were so obliging and helpful.  The hotel is lovely, rooms are more than big enough, pool is great and great location. Can't wait to stay again!",,,1 ,,,5.0
Date of stay: May 2023,Shelley H,One of the best,"I was super impressed with the hotel. I had an executive room and it was great. It was a corner room with great views. Everything was clean and well-presented. The room was serviced by early afternoon every day, which is quite rare in my experience, and I really appreciated that. The laundry service was super quick and good as well. The executive lounge was great too, with very friendly and helpful staff. I’ve stayed in a lot of hotels around the world, and this is one of my best hotel experiences overall. Im looking forward to staying here again in a couple of months.",,"Brisbane, Australia",31 ,29 ,5.0,
Date of stay: May 2023,Relax39837085499,Service and food,"The food was excellent and the service was even better, Suresh our server helped us with alot by taking away the plates very quickly so that our table have space and helping us to take pictures. Very good service 👍🏻👍🏻👍🏻👍🏻",,,1 ,,5.0,
Date of stay: March 2023,Malcolm V,"Good location, probably average otherwise",We stayed 4 nights in the Paradox as a short stay in Singapore before heading on to our final destination. I have to say that Singapore was great - a mix of heritage and modernity - with some utterly spectacular elements.  The Paradox was formerly the Swisshotel at Clarke Quay. So basically it was previously a Mercure in a very good location for whatever you want to do in Singapore. We variously walked back from our trip to Raffles comfortably. We even walked all the way to Marina Bay and back for our booking there. We walked to the Maxwell Food Court and back - and many other places. It's very convenient for all this.  Our consolidator had not exactly pushed the boat out - so we found ourselves in a room on the second floor at the back of the hotel on a room only basis! This,,,10 ,5 ,3.0,
Date of stay: April 2023,Bernard,Comfortable and Satisfied Staycation,"Comfortable and Satisfied Staycation. Comprehensive Facilities which one is spoiled for choice tp do anything in and out of the hotel. Whether to laze at the pool or suntan, workout in gym, destressed massage treatment, relaxing and having meals in executive lounge and restaurant in the hotel. Whereas outside the hotel. one can easily access to F & B outlets, shopping malls and public transport. And the list goes on. Specially mention and applaud the following staff for their good services being friendly, helpful and served with passion and smiles.  They are : Front Desk : Sej Executive Lounge : Johanna, Vicky, Jenny and Tejkaur Operator : Yati Indeed a relaxed staycation.",,"Singapore, Singapore",46 ,18 ,5.0,
Date of stay: April 2023,Keith R,Paradoxically.,"This ""colonial styled"" hotel has history and is proud to show it off, from many ornate peices of porcelain and nods to the history of Singapore throughout.. Nicely positioned at Clarke quay on the singapore river it is 15 minutes walk into the City Business District and a 5 to 10 minute stroll over numerous bridges to the opposite river bank. Would recommend taking an hour trip on the boats and a visit to the Gardens by the Bay.. which is a taxi ride of 15 minutes...see this at dusk for the light show. Back to the Paradox Hotel. Every member of staff we met were polite and friendly. The breakfast buffet was plentiful... for those with a big appetite in the morning you could easily spend 2 hours working your way through various dishes (including smoked salmon) particularly nice",,"London, United Kingdom",105 ,85 ,5.0,
Date of stay: April 2023,JPA-2009-SEA,A decent enough hotel,We stayed at The Paradox for 7 nights. It is a decent enough hotel but nothing spectacular. The service was good and the breakfast too but sometimes there was a 15 minute wait to get into the breakfast hall due possibly to lack of staff. The gym was excellent and the location of the hotel was very good. The rooms were ok but could do with a little sprucing up and more lighting.,,"Kent, United Kingdom",229 ,145 ,4.0,
Date of stay: May 2023,Loke M,Excellent food & environment!,"The senior staffs are very friendly, attentive and helpful! The superviors & managers are also very helpful and courteous. Everyone of my family members enjoy our lunch at this Ellenbourough Market Cafe.",,,1 ,,5.0,
Date of stay: April 2023,Traveler29108649544,"Good hotel, great housekeeping team","Made my stay for work very comfortable. Particular shout out to the housekeeping staff, who left a note for me telling me to be careful with the needles. Small personal touches like that make a huge difference",,,1 ,,5.0,
Date of stay: April 2023,majainaus,Great location and very clean,"The hotel is in a great location, right by the river. Even though the restaurants along the river are being renovated, there were still plenty of options and it's lovely to walk along the river at night. Easy to get to a lot of attractions from here. Pool is fantastic, our kid was obsessed with the waterslide. It's a nice big pool so even with quite a few people, didn't feel crowded. Breakfast restaurant and buffet were great, a lot of choices. The common areas are nicely kept and the hotel is very clean. Appreciated the pillow menu. There is a self service laundry next to the gym, which is great if you're travelling for a while.  Cons - check in and check out were sooooo slow. Incredibly slow. We also had an issue with our room. Even though we paid extra for our 8yo, this did",,"Sydney, Australia",57 ,27 ,4.0,
Date of stay: April 2023,Dream30559882164,Ellenborough Market Cafe — Value for money! Had a very wide spread of food.,Went for the Ellenborough buffet dinner. The receptionist is welcoming. Suresh and the other staff are friendly and very helpful. They are attentive to the needs. Great selection of food especially the dessert section!,,,1 ,,5.0,
Date of stay: April 2023,Jackie F,Comfortable and clean,"We stayed for 4 nights at the Paradox.  Our first room looked out over the hotel on the other side of the road, so we asked if we could be moved to another room with a better view.  Fortunately, on the second day we were given a room with a  nicer view over the swimming pool. The room was fairly spacious, but only had one chair.  The bed was very comfortable.  The bathroom was a good size and had everything we needed. Breakfast provided lots of tasty food choices and set us up well for a day of exploring. There's an MRT station just over the road in the Central Shopping Center, which was really convenient.  Clarke Quay is a short stroll away, so it's easy to walk to the river and then all the way to Marina Bay, enjoying all the sights as you go. Staff were all friendly and",,,3 ,,4.0,
