date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: June 2023,joancollins69,#AVERAGE,"No issue check in and stay was ok. The room quite though there is some noise either pipes or electrical on 7th floor, to me it beame white noise. Water pressure fine and my room tight but as solo it was ok. Wifi fine. It really is an average hotel with a price not reflective of the rooms amenities etc it is central to eats, PT etc. Gym ok but limited floor space and no traditional bike it can get busy in there too. Breakfast lack lustre esp for vegetarian but you won't starve. Staff obsessed with cleaning your table and doesn't lend itself to a relaxed stay. Will not return.",,"Melbourne, Australia",440 ,205 ,,3.0
Date of stay: June 2023,Kanerva,Location,"Our third time in this hotel. First time here in 2011; noted now that no updates made in the rooms during that time. Even though the rooms are okay (smallish, but functional & clean), they are dated and in need of updating.   The hotel has done some changes in the floor plans. Not sure if for better.   The location and thus value of this hotel is still very good. The hotel is located within 5 min from closest MRT station and 5-10 min from the Clarke Quay. Pool area is very nice, there's also a gym. Breakfast sufficient. Sevice varies from excellent to not so great.   Would give 3,5 ""stars"" if that was an option.",,"Tampere, Finland",507 ,293 ,,4.0
Date of stay: June 2023,XiaoenTang,Good location to stay for our Singapore visit,We stayed in the Park Regis for our Singapore holiday.  It is close the MRT station and China Town. Very convenient location.  The room is clean and staffs are very friendly.  I will stay there again if I come to Singapore.,,"Melbourne, Australia",1 ,,5.0,
Date of stay: June 2023,ar15to,Another Great Stay at Park Regis,"It's been always my choice to stay for business in Singapore. It's my 2nd stay at Park Regis. This hotel has fulfilled my expectation: great location, great quality of sleep, cleanliness, and friendly staffs. It is value for money to stay here. ",,,3 ,,5.0,
Date of stay: June 2023,paulrogasch,"Great location, great value","Great central location, close to Clarke quay, China town and a short cab through to Marina Bay. Concierge quite helpful organizing taxis, never waited more than a few minutes. Breakfast buffet was decent for the price and appreciated the shower facilities being available 6 hours after checking out and a days exploring before heading to the airport",,"Melbourne, Australia",1 ,1 ,5.0,
Date of stay: June 2023,gerard385,Couple of nights for transfer at Park Regis Singapore,"The service of this facility is very good. And the breakfast buffet is magnificent. The rooms are nice and of a standard size. The one small downside that we found of the room is that the bathroom is all open at the top. And that can sometimes lead to a bit of embarrassment, even as a couple",,"Napier, New Zealand",1 ,1 ,4.0,
Date of stay: June 2023,fmoramarco,"Very convenient location, close to Chinatown and Clark Quay.  and good service. Recccomnend",It offers what you Need for a comfortable stay. Very nice swimming pool. I was on business trip and should you Need parking they have It although It Is very close to underground stop. I Will definately go back next time ,,,1 ,1 ,5.0,
Date of stay: June 2023,Daydream59137,My stay at Park Regis,Modern hotel in a great location. Easy check-in & check-out process with friendly & helpful staff. A very good selection of food is available during breakfast. There are lots of restaurants & retail shops within a short walk of the hotel.,,,1 ,,4.0,
Date of stay: May 2023,David C,Modern Clean Hotel With Beautiful Pool!,"I’m a swimmer, so i loved my room adjacent to the beautiful swimming pool. The hotel is centrally located in Clerk Quay, clean and well managed.  The breakfast had a reasonable variety of dishes and good service. My room was by the pool, so although it was small, I loved it. The staff were friendly and professional. I’d definitely stay again and will be doing in October.",,"Yokohama, Japan",75 ,17 ,,5.0
Date of stay: June 2023,denniscapangpangan,Great location for business and leisure,Room was as expected size wise and was clean and comfortable. Great location close to public transport and Clarke Quay and the river walk. Definitely a good location if you want to stay close into Singapore and see the sights for a few days.,Trip type: Travelled on business,,1 ,,5.0,
Date of stay: June 2023,giftbgiftb,Review and suggestions,Everything is great. But staying on the second floor is facing some noise from the road which is hard to sleep. The shower kit will be better if it includes body lotion as well. All services is great !,,"Bangkok, Thailand",1 ,2 ,4.0,
Date of stay: June 2023,walterpartosa,Park Regis Singapore,"Great service.
Gym could use an upgrade.
Staff was very helpful and accommodating especially the concierge and front desk.
The location and service was great as well.
I think the gym could use an upgrade as it looked a bit rundown/old equipment.",Trip type: Travelled on business,"Metro Manila, Philippines",1 ,,4.0,
Date of stay: May 2023,brucebernard11,Delightful stay,"If you want to be close to Chinatown and have access to Quays, the Singapore River walk - stay here.  Extremely clean and quiet.  Rooms are small, not really separate bathrooms.  Pool is very nice, and the gym is adequate.  Staff is very friendly.",,"Cincinnati, Ohio",8 ,1 ,4.0,
Date of stay: June 2023,SamC1234567890,Very nice hotel but bathroom ventilation too noisy,"Very nice hotel, clean, pool & gym very nice, breakfast excellent.
One big issue is that the shower room ventilation is very noisy and since there is no wall between the room & bathroom, it makes it very difficult to sllep.
I mentioned it the day I arrived but staff explained to me nothing could be done.
This is a shame as it is a very nice hotel.",,"Paris, France",1 ,,3.0,
Date of stay: May 2023,Kinjal12,Can avoid staying here!!!!,"Won't recommend atleast for a family stay.
Very small room size. The staff at the reception (check-in) not helpful at all. There is no in room dining after 10.00pm. The breakfast ahs no option as such for vegetarians",Trip type: Travelled with family,"Mumbai, India",9 ,3 ,2.0,
Date of stay: June 2023,Erik jan B,Ambiguous,"The hotel and rooms look really good. Great reception but guess what…. A hotel that is closing the bar and restaurant for an event and not even providing alternative for their own guests?
By doing this as hotel management I think you don’t value your own customers",Trip type: Travelled on business,,7 ,1 ,2.0,
Date of stay: June 2023,Alan S,Hotel is very tired and really needs an upgrade.,"We only stayed here for three nights to break up the long journey home from Australia, and chose the hotel due to location and the fact that they had rooms that had direct access to the pool. That indeed was great, especially for a quick cool down from the heat, however the room itself was not great. It was a small room with a very bizarre layout. There is no separate bathroom as such, just a small wall with a weird gap that separated the bed area from the shower cubicle and toilet, both of which had somewhat transparent frosted doors which offered only minimal privacy. The decor is very old and tired, with obvious dents in the walls and scuff marks in many places. We only had two bath towels and two flannels on arrival, (no hand towels). One of the flannels was dirty, and there were marks on the bed linen. There were also marks on the carpet and a badly wired light inside the wardrobe which had tape applied over a connection. On our arrival, the concierge on duty was helpful opening the door for us every time we went out and arrived back, albeit no offer was made to take our cases to the room. The next day, no such attention, and the guy on duty that day gave us poor information about the MRT. On the third day as we were leaving struggling with two large cases, two small cases and two hand luggage, no-one even bothered to say we hope you had a good stay or ask us how it went, and we had to struggle out the main doors ourselves while the two employees at the concierge desk just stood by and watched. Overall, we were disappointed. The hotel is very tired and is in dire need of an upgrade and if we had been staying longer we would have asked for a different room, however we were out a lot and so it did not really matter that much. I would look elsewhere, especially if you are planning on staying more than a couple of nights.",,"Dunstable, United Kingdom",63 ,69 ,3.0,
