date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: August 2023,Dreamer45617799669,Excellent,Excellent hotel and Excellent service.Ms Vasanthi helped me for an early checkin. The hotel is in a prime location.loved it. I would recommend hotel Boss to anyone visiting Singapore. I had a pleasant experience.,Trip type: Travelled solo,,1 ,,5.0,
Date of stay: August 2023,Nomad31640458038,Nice service,Provide early check in by Vasanthi that helps me to relax and start day early. Room got nice city view. Location is also nice near little India so all other site places we can go and visit in immediate basis,Trip type: Travelled solo,,1 ,,5.0,
Date of stay: August 2023,J C,Returning guest,"Excellent. I have stayed multiple times at Hotel Boss. Great location, convenient. Special mention for Amirul and Shah at Front Desk - they were very friendly, helpful and provided good customer service.",Trip type: Travelled on business,,1 ,,5.0,
Date of stay: August 2023,Getaway65497668548,Best front desk staff!,"I had a very pleasant experience with front desk staff Vasanthi. She was really accommodating, friendly and I definitely felt super welcomed with her smile!0 The management should give her a pay raise!",Trip type: Travelled solo,,3 ,,5.0,
Date of stay: August 2023,Curious23402150741,Excellent experience at Hotel Boss,"Excellent assistance provided and Mr.Eric sia was very kind and helpful, I have stayed at 1839 and we have 2 other rooms booked , check in was done very fast without any hassles.Me and my family were greeted and treated well",Trip type: Travelled with family,,1 ,,,5.0
Date of stay: August 2023,Stay09961562446,Excellent Service,We were catered to by Vasanthi.She was very accommodating and courteous. They even allowed us an early checkin given that we took an early flight to Singapore. The hotel amenities are great to have a pleasant stay.,Trip type: Travelled as a couple,,1 ,,5.0,
Date of stay: August 2023,Shankar,Hotel boss,"Eric Sia was wonderful. Helped us with smooth check in and was pleasant.
Made our stay a memorable one. Pretty close to airport, Convinent location as well

I would recommend hotel boss for family stay.
Thanks to Eric Sia and hotel boss for warm welcome and good service.",Trip type: Travelled with family,"Kifissia, Greece",1 ,,5.0,
Date of stay: August 2023,Ishan J,Thank you for free early checking,"Great welcome and very kind front desk team, got an early checking also, great food, easy access to shopping malls, very friendly staff from the car park itself and it makes us more comfortable, thank you Boss hotel",Trip type: Travelled on business,,1 ,,5.0,
Date of stay: July 2023,Explore14056857252,Nice experience,Great experience... They have provided early check-in... Hotel is really good... Very polite behaviour from the receptionist vasanthi.... Highly recommended... Location is also good near to bugis street and little india,Trip type: Travelled as a couple,,1 ,,5.0,
Date of stay: August 2023,Radha Kishan,Amazing hospitality,"Great experience and very good place to stay. The staff were attentive and went out of their way to ensure that we were comfortable Very wonderful hospitality  and answered all our questions. L, shout out to VASANTHI especially. Very helpful and understanding  .",Trip type: Travelled with family,,4 ,,5.0,
Date of stay: August 2023,Escape61616520715,Awesome Service,Ms. Vasauthi is very nice and welcoming! She gave us free room upgrade. Other staffs are very helpful as well. The location is great as it is near bugis area. The ambiance is wonderful. We will definitely be back!,Trip type: Travelled with family,"Singapore, Singapore",1 ,,5.0,
Date of stay: July 2023,Renny Sito,Had a pleasant experience!,"Overall Boss Hotel is very good! Located near Lavender MRT station ( 5 mnts walk ). Pillow and bed sheet smell fresh and clean, as well as their towels. We can see the city flyer thanks to the desk officer Ms. Dian who put us on the 18th floor:). Will be staying here again for sure!",Trip type: Travelled with family,,2 ,,4.0,
Date of stay: August 2023,vicky,Terrible experience with this hotel and the staff. Never ever face such kind of experience in my life. Agoda people are ,Hotel Rooms are very cheap and downgrade. Staff Behaviour are unbelievable. no corporation from staff. Infact they threat to the customers. Shame and never recommend this hotel to any one. No water in toilet and no room service,Trip type: Travelled on business,"Chandigarh, India",2 ,,,1.0
Date of stay: August 2023,anilappanna,Best check-in experience,"One of the best check-in experience, after landing at 9 AM at hotel boss and meet this amazing lady at reception (Dian), she helped me with check-in and even room selection 😁  This is one of the best early check in experiences and hotel staff are really good.",,"Bengaluru, India",34 ,50 ,5.0,
Date of stay: June 2023,Culture39915115163,"the bad expenries in hotel The Boss, Singapore","the worst hotel, i have ever stayed. The staff is very non-coperative, the buffet proved by them is tastless and quality of food is very down. If u do not want to spoil your holiday in Singapore, pls do not book this hotel at all.",,,1 ,,1.0,
Date of stay: July 2023,vivian amor c,Hotel Boss The Best Accomodation and Services in Singapore,"Mr Faizal was incredibly accommodating and helpful when my friends and I were in Singapore. We were all first-time visitors, and we didn't know much about the city. Mr Faizal took the time to answer all of our questions and help us plan our itinerary. He recommended the best tourist destinations, and he even helped us find affordable souvenirs.  Here are some specific examples of how Mr Faizal was helpful: * He recommended the best tourist destinations for us, based on our interests. * He helped us find affordable souvenirs that we would actually want to keep. * He made reservations for us at a great halal restaurant. * He gave us tips on how to get around the city and use public transportation. Overall, we had a great experience with Mr Faizal. He was incredibly helpful and",,,1 ,,,5.0
Date of stay: July 2023,Ethan,Thanks for the service of Eric!,"The hotel is really great, the location is good and the service of Eric Sia at reception is excellent. After 5 hours flight, we arrived at Singapore in early morning, and we only expect to save our baggage at the reception, but Eric not only help us to move in earlier, he also upgrade our room! And these are all free! The service of this hotel, and Eric really make our trip easy and comfortable.  这家酒店真的很棒，位置很好，接待处的Eric Sia服务非常好。经过5个小时的飞行，我们一大早就到达新加坡，我们只期望在接待处保存行李，但Eric不仅帮助我们提前入住，他还升级了我们的房间！这些都是免费的！这家酒店的服务，Eric真的让我们的旅行变得轻松舒适。",,"Vancouver, Canada",1 ,,5.0,
Date of stay: July 2023,Curious48203449431,Short stay,Room quite small but was ok for 3 of us. Standard room size for Singapore. Check in was fast. Staff Eric Sia was helpful. Thumbs up to him. Stayed only 1 night for the Liverpool game. There are eateries nearby   ,,,1 ,,5.0,
Date of stay: July 2023,Cruiser22724108545,Helpful staff Eric Siu,Excellent and helpful receptionist Eric Siu. We had an issue with the room booking type with single bed. He’s very patient and help us to resolve the issue. We really appreciate his help and like to visit again. ,,,1 ,,,5.0
Date of stay: July 2023,Saifullah H,Amazing experience,The check in staff namely Eric Sicak was amazingly so helpful. He gave me exactly what I needed and helped me with my last minute booking. Truly appreciate Mr Eric’s service which keeps up the reputation of this such high standard hotel. ,,,1 ,,5.0,
