,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_1,count_topic_0,count_topic_3,topic_1,topic_0,topic_3,count_topic_2,topic_2,count_topic_4,topic_4
7637,Peter M,2018-08-01,PreCovid,3,5.0,"[[room, great, 0]]",,1.0,,,0.8,,,,,
7638,Daniel Low,2018-08-01,PreCovid,3,4.0,"[[pool, tub, 4], [pool, swim, 4]]",,,,,,,,,2.0,0.0
7639,AndrewGeh,2018-08-01,PreCovid,3,4.0,"[[breakfast, good, 4], [room, clean, 0], [staff, good, 1], [friendli, bigger, 1]]",2.0,1.0,,0.35,0.3666666666666667,,,,1.0,0.7
7640,SSSBBBbbb,2018-08-01,PreCovid,3,2.0,"[[hotel, good, 1], [staff, good, 1], [stay, probabl, 1]]",3.0,,,0.4666666666666666,,,,,,
7641,Annet J,2018-08-01,PreCovid,3,4.0,"[[room, central, 0], [room, singapor, 0], [room, clean, 0], [space, small, 0], [bed, great, 0]]",,5.0,,,0.18333333333333335,,,,,
7642,kmc290,2018-08-01,PreCovid,3,3.0,"[[room, great, 0], [room, good, 0], [room, great, 0], [bed, good, 0], [room, great, 0], [room, good, 0]]",,6.0,,,0.75,,,,,
7643,Nick_Cheung,2018-08-01,PreCovid,3,4.0,"[[hotel, smart, 1]]",1.0,,,0.21428571428571427,,,,,,
7644,Captain D,2018-08-01,PreCovid,3,5.0,"[[one, cute, 2], [hotel, good, 1]]",1.0,,,0.7,,,1.0,0.5,,
7645,snemanden99,2018-08-01,PreCovid,3,1.0,"[[check, late, 2]]",,,,,,,1.0,-0.3,,
7646,Chongfuicheng,2018-08-01,PreCovid,3,5.0,"[[room, housekeep, 0], [room, clean, 0]]",,2.0,,,0.18333333333333335,,,,,
7647,jpp712,2018-08-01,PreCovid,3,5.0,"[[area, great, 4]]",,,,,,,,,1.0,0.8
7648,Saakshar T,2018-08-01,PreCovid,3,1.0,"[[book, 'almost size', 2], [room, good, 0], [room, much, 0], [room, worthless, 0]]",,3.0,,,0.03333333333333329,,1.0,0.0,,
7649,Roland M,2018-08-01,PreCovid,3,3.0,"[[room, good, 0], [bathroom, poor, 0], [night, decent, 4]]",,2.0,,,0.14999999999999997,,,,1.0,0.16666666666666666
7650,careythian,2018-08-01,PreCovid,3,1.0,"[[stay, countless, 1], [hotel, final, 1]]",2.0,,,0.0,,,,,,
7651,rafaviana26,2018-08-01,PreCovid,3,5.0,"[[hotel, cool, 1], [hotel, 'super cool', 1], [room, atmospher, 0], [time, small, 2], [breakfast, cool, 4], [hotel, singapor, 1]]",3.0,1.0,,0.23055555555555554,0.0,,1.0,-0.25,1.0,0.35
7652,Yiu Hei K,2018-08-01,PreCovid,3,3.0,[],,,,,,,,,,
7653,Nadya R,2018-08-01,PreCovid,3,4.0,"[[room, standard, 0], [bugi, close, 1]]",1.0,1.0,,0.0,0.0,,,,,
7654,deltagolf38,2018-08-01,PreCovid,3,5.0,"[[room, small, 0], [room, big, 0], [room, servic, 0], [place, cool, 1], [place, perfect, 1], [friendli, front, 1], [friendli, offic, 1]]",4.0,3.0,,0.3375,-0.08333333333333333,,,,,
7655,majyo1204,2018-08-01,PreCovid,3,5.0,"[[night, good, 4]]",,,,,,,,,1.0,0.7
7656,Alberto A,2018-08-01,PreCovid,3,4.0,"[[hotel, singapor, 1], [bathroom, standard, 0], [bathroom, good, 0], [bathroom, enough, 0], [realli, occident, 3], [realli, standard, 3]]",1.0,3.0,2.0,0.0,0.2333333333333333,0.0,,,,
7657,bangjayen,2018-08-01,PreCovid,3,4.0,"[[place, good, 1], [room, compact, 0], [room, clean, 0], [place, nice, 1]]",2.0,2.0,,0.6499999999999999,0.18333333333333335,,,,,
7658,gashzack,2018-08-01,PreCovid,3,3.0,"[[bed, decent, 0], [use, free, 3], [time, first, 2]]",,1.0,1.0,,0.16666666666666666,0.4,1.0,0.25,,
7659,Luc-Pyron,2018-08-01,PreCovid,3,4.0,"[[room, clean, 0]]",,1.0,,,0.3666666666666667,,,,,
7660,Voyage577604,2018-08-01,PreCovid,3,2.0,"[[check, first, 2], [room, long, 0]]",,1.0,,,-0.05,,1.0,0.25,,
7661,mdoyle260746,2018-08-01,PreCovid,3,3.0,"[[room, nice, 0], [room, quiet, 0]]",,2.0,,,0.3,,,,,
7662,Sonic S,2018-08-01,PreCovid,3,1.0,"[[room, worst, 0], [flight, long, 3], [room, second, 0], [day, next, 2], [room, clear, 0]]",,3.0,1.0,,-0.3,-0.05,1.0,0.0,,
7663,chenhang2018,2018-07-01,PreCovid,3,2.0,"[[room, live, 0]]",,1.0,,,0.13636363636363635,,,,,
7664,Zeal V,2018-08-01,PreCovid,3,3.0,"[[hotel, good, 1], [hotel, good, 1]]",2.0,,,0.7,,,,,,
7665,odriwong,2018-08-01,PreCovid,3,4.0,[],,,,,,,,,,
7666,Annykhow,2018-08-01,PreCovid,3,4.0,"[[time, good, 2], [time, long, 2], [time, long, 2]]",,,,,,,3.0,0.19999999999999996,,
7667,Grace C,2018-08-01,PreCovid,3,5.0,"[[room, close, 0], [room, enough, 0]]",,2.0,,,0.0,,,,,
7668,Dream589070,2018-07-01,PreCovid,3,4.0,"[[room, good, 0], [room, small, 0], [room, good, 0], [room, expeeri, 0], [singapor, solut, 1]]",1.0,4.0,,0.0,0.2875,,,,,
7669,Thodor,2018-08-01,PreCovid,3,5.0,[],,,,,,,,,,
7670,Sau ping C,2018-08-01,PreCovid,3,5.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
7671,chariskkk,2018-08-01,PreCovid,3,4.0,[],,,,,,,,,,
7672,patricklam2008,2018-08-01,PreCovid,3,5.0,"[[water, hot, 0], [water, cold, 0], [floor, nice, 0], [time, long, 2]]",,3.0,,,0.08333333333333333,,1.0,-0.05,,
7673,febyshillah,2018-08-01,PreCovid,3,4.0,"[[time, next, 2]]",,,,,,,1.0,0.0,,
7674,chansiewyee,2018-08-01,PreCovid,3,3.0,"[[day, next, 2]]",,,,,,,1.0,0.0,,
7675,NatasaLt,2018-08-01,PreCovid,3,3.0,"[[room, clean, 0], [room, small, 0], [staff, clean, 1]]",1.0,2.0,,0.3666666666666667,0.05833333333333335,,,,,
7676,popup2527,2018-08-01,PreCovid,3,5.0,"[[hotel, small, 1], [hotel, set, 1], [breakfast, good, 4]]",2.0,,,-0.125,,,,,1.0,0.7
7677,Joel T,2018-08-01,PreCovid,3,3.0,"[[room, small, 0], [bed, small, 0], [bugi, close, 1]]",1.0,2.0,,0.0,-0.25,,,,,
7678,Rui C,2018-08-01,PreCovid,3,1.0,[],,,,,,,,,,
7679,Joey C,2018-08-01,PreCovid,3,1.0,"[[singapor, servic, 1]]",1.0,,,0.0,,,,,,
7680,Maillot S,2018-08-01,PreCovid,3,3.0,"[[room, earli, 0]]",,1.0,,,0.0,,,,,
7681,kianhoo1980,2018-08-01,PreCovid,3,5.0,"[[check, real, 2], [check, late, 2]]",,,,,,,2.0,-0.04999999999999999,,
7682,Andreas H,2018-08-01,PreCovid,3,4.0,[],,,,,,,,,,
7683,mporcelli2018,2018-08-01,PreCovid,3,5.0,"[[room, great, 0], [bed, upgrad, 0], [room, big, 0]]",,3.0,,,0.26666666666666666,,,,,
7684,Yui O,2018-08-01,PreCovid,3,4.0,"[[room, cool, 0]]",,1.0,,,0.35,,,,,
7685,Lina G,2018-08-01,PreCovid,3,5.0,"[[stay, great, 1], [stay, short, 1], [staff, good, 1], [friendli, claustrophob, 1], [friendli, 'less claustrophob', 1]]",5.0,,,0.26666666666666666,,,,,,
7686,Alvin R,2018-07-01,PreCovid,3,5.0,"[[hotel, modern, 1], [floor, lowest, 0], [shower, cold, 0]]",1.0,2.0,,0.2,-0.3,,,,,
7687,WrongSpellingJoe,2018-08-01,PreCovid,3,5.0,[],,,,,,,,,,
7688,Luigi B,2018-08-01,PreCovid,3,5.0,"[[hotel, good, 1], [hotel, good, 1], [breakfast, good, 4]]",2.0,,,0.7,,,,,1.0,0.7
7689,Sean L,2018-08-01,PreCovid,3,4.0,"[[book, cool, 2]]",,,,,,,1.0,0.35,,
7690,annesingaporemel2018,2018-08-01,PreCovid,3,4.0,"[[singapor, clean, 1], [hotel, big, 1], [room, great, 0], [room, first, 0], [room, small, 0], [room, particular, 0], [size, similar, 0]]",2.0,5.0,,0.18333333333333335,0.19333333333333333,,,,,
7691,hughesnorm,2018-08-01,PreCovid,3,5.0,"[[staff, much, 1]]",1.0,,,0.2,,,,,,
7692,jlg84,2018-08-01,PreCovid,3,5.0,"[[space, big, 0]]",,1.0,,,0.0,,,,,
7693,Tamarina and Tr... R,2018-08-01,PreCovid,3,4.0,"[[room, oblig, 0], [bed, fine, 0], [breakfast, open, 4]]",,2.0,,,0.20833333333333334,,,,1.0,0.0
7694,Jeff C,2018-08-01,PreCovid,3,4.0,"[[hotel, decent, 1]]",1.0,,,0.16666666666666666,,,,,,
7695,Escape436580,2018-08-01,PreCovid,3,2.0,[],,,,,,,,,,
7696,MyraChew,2018-08-01,PreCovid,3,4.0,"[[stay, good, 1], [time, second, 2], [room, last, 0], [room, sure, 0], [room, good, 0]]",1.0,3.0,,0.7,0.39999999999999997,,1.0,0.0,,
7697,hdijks891210,2018-08-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, great, 1], [room, clean, 0]]",2.0,1.0,,0.8,0.3666666666666667,,,,,
7698,ryanchia972,2018-08-01,PreCovid,3,3.0,"[[room, singl, 0], [love, compact, 3], [room, small, 0]]",,2.0,1.0,,-0.125,0.5,,,,
7699,121edmund99,2018-08-01,PreCovid,3,2.0,[],,,,,,,,,,
7700,James G,2018-08-01,PreCovid,3,4.0,[],,,,,,,,,,
7701,Hevimax T,2018-08-01,PreCovid,3,5.0,"[[room, perfect, 0], [room, quick, 0], [check, mean, 2], [night, late, 4], [night, late, 4], [flight, late, 3], [stay, overal, 1], [stay, pleasant, 1]]",2.0,2.0,1.0,0.36666666666666664,0.6666666666666666,-0.3,1.0,-0.3125,2.0,-0.3
7702,jeyakandan,2018-07-01,PreCovid,3,3.0,[],,,,,,,,,,
7703,philtask,2018-07-01,PreCovid,3,1.0,"[[room, small, 0], [light, useless, 0], [floor, enough, 0]]",,3.0,,,-0.09999999999999999,,,,,
7704,bfslark,2018-07-01,PreCovid,3,4.0,"[[bed, better, 0]]",,1.0,,,0.5,,,,,
7705,Dimitris T,2018-08-01,PreCovid,3,2.0,"[[breakfast, pro, 4], [room, clean, 0], [room, great, 0], [room, fresh, 0]]",,3.0,,,0.48888888888888893,,,,1.0,0.0
7706,krisg12911,2018-08-01,PreCovid,3,5.0,"[[staff, resto, 1]]",1.0,,,0.0,,,,,,
7707,Guide438810,2018-07-01,PreCovid,3,3.0,"[[water, hot, 0]]",,1.0,,,0.25,,,,,
7708,geovastardis,2018-04-01,PreCovid,3,5.0,"[[place, great, 1], [use, local, 3]]",1.0,,1.0,0.8,,0.0,,,,
7709,Leeann K,2018-08-01,PreCovid,3,4.0,"[[hotel, stylish, 1], [bed, twin, 0], [hotel, sure, 1], [hotel, typic, 1]]",3.0,1.0,,0.3333333333333333,0.0,,,,,
7710,bonnyong,2018-08-01,PreCovid,3,4.0,"[[breakfast, good, 4]]",,,,,,,,,1.0,0.7
7711,Tom S,2018-08-01,PreCovid,3,4.0,"[[hotel, close, 1]]",1.0,,,0.0,,,,,,
7712,theresialydia,2018-08-01,PreCovid,3,5.0,"[[place, interior, 1], [room, cute, 0]]",1.0,1.0,,0.0,0.5,,,,,
7713,Hopeful,2018-08-01,PreCovid,3,4.0,"[[room, servic, 0], [room, clean, 0], [stay, short, 1], [bed, 'back made', 0]]",1.0,3.0,,0.0,0.12222222222222223,,,,,
7714,lemonini,2018-08-01,PreCovid,3,4.0,"[[hotel, good, 1], [size, good, 0], [night, late, 4]]",1.0,1.0,,0.7,0.7,,,,1.0,-0.3
7715,Jeff_Manila2,2018-08-01,PreCovid,3,5.0,"[[room, clean, 0], [room, new, 0]]",,2.0,,,0.2515151515151515,,,,,
7716,hwijayanti,2018-08-01,PreCovid,3,5.0,"[[help, nice, 1]]",1.0,,,0.6,,,,,,
7717,Samson Chieng,2018-08-01,PreCovid,3,4.0,"[[room, small, 0], [room, 'rather small', 0], [room, stylish, 0], [time, long, 2], [night, whole, 4], [water, slow, 0], [stay, overal, 1], [stay, good, 1]]",2.0,4.0,,0.35,-0.07500000000000001,,1.0,-0.05,1.0,0.2
7718,BoardingPass773712,2018-08-01,PreCovid,3,4.0,"[[room, basic, 0], [room, eventhough, 0], [check, q, 2], [size, small, 0], [staff, good, 1], [bed, good, 0]]",1.0,4.0,,0.7,0.11249999999999999,,1.0,0.0,,
7719,1008cy .,2018-08-01,PreCovid,3,5.0,"[[hotel, best, 1], [hotel, singapor, 1], [call, free, 3], [call, local, 3], [call, basic, 3]]",2.0,,3.0,0.5,,0.13333333333333333,,,,
7720,voconghuan,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7721,Jennifer C,2018-07-01,PreCovid,3,5.0,"[[hotel, great, 1]]",1.0,,,0.8,,,,,,
7722,WPYen,2018-08-01,PreCovid,3,4.0,"[[breakfast, servic, 4], [room, front, 0]]",,1.0,,,0.0,,,,1.0,0.0
7723,953deborahd,2018-08-01,PreCovid,3,5.0,"[[staff, warm, 1], [staff, oblig, 1], [room, faultless, 0], [room, great, 0], [size, extra, 0]]",2.0,3.0,,0.3,0.6,,,,,
7724,Marta,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
7725,mona_bkk,2018-07-01,PreCovid,3,4.0,"[[room, coffe, 0], [floor, upper, 0], [shower, good, 0]]",,3.0,,,0.2333333333333333,,,,,
7726,Ace2Ace,2018-07-01,PreCovid,3,3.0,"[[room, chic, 0], [bugi, close, 1]]",1.0,1.0,,0.0,0.0,,,,,
7727,gsasaki,2018-07-01,PreCovid,3,3.0,"[[room, tight, 0], [place, tight, 1], [room, 'long wait', 0], [room, small, 0]]",1.0,3.0,,-0.17857142857142858,-0.15952380952380954,,,,,
7728,Job E,2018-07-01,PreCovid,3,4.0,"[[bed, great, 0], [bed, 'gym great', 0], [bed, good, 0], [space, much, 0]]",,4.0,,,0.625,,,,,
7729,b4island,2018-07-01,PreCovid,3,4.0,"[[hotel, nice, 1], [place, nice, 1], [staff, enough, 1]]",3.0,,,0.39999999999999997,,,,,,
7730,kallieleevan,2018-07-01,PreCovid,3,4.0,"[[place, nice, 1], [place, overal, 1], [place, experi, 1], [place, fine, 1]]",4.0,,,0.25416666666666665,,,,,,
7731,skenwk,2018-07-01,PreCovid,3,3.0,"[[hotel, broken, 1], [hotel, big, 1], [time, least, 2], [use, rememb, 3], [use, big, 3]]",2.0,,2.0,-0.2,,0.0,1.0,-0.3,,
7732,Hydde,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7733,Katherine R,2018-08-01,PreCovid,3,4.0,"[[hotel, modern, 1], [room, servic, 0], [singapor, typic, 1], [use, clever, 3], [bathroom, fit, 0], [phone, smart, 3], [room, clean, 0], [room, wet, 0], [place, old, 1], [place, indic, 1], [place, cool, 1], [place, modern, 1], [phone, safe, 3]]",6.0,4.0,3.0,0.1416666666666667,0.16666666666666669,0.29365079365079366,,,,
7734,Javier O,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7735,supapornau1004,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
7736,lewanthony2020,2018-07-01,PreCovid,3,4.0,"[[time, slow, 2], [food, clean, 1], [taxi, advic, 3]]",1.0,,1.0,0.3666666666666667,,0.0,1.0,-0.30000000000000004,,
7737,chayuthultin,2018-07-01,PreCovid,3,5.0,"[[hotel, great, 1], [breakfast, singapor, 4]]",1.0,,,0.8,,,,,1.0,0.0
7738,wanderlust,2018-07-01,PreCovid,3,4.0,"[[hotel, good, 1], [hotel, central, 1], [room, 'first data', 0], [room, great, 0], [bathroom, difficult, 0], [bed, solv, 0]]",2.0,4.0,,0.35,0.1375,,,,,
7739,MrSausageFingers,2018-07-01,PreCovid,3,5.0,"[[room, main, 0]]",,1.0,,,0.16666666666666666,,,,,
7740,karenkohjs,2018-07-01,PreCovid,3,5.0,"[[time, arrang, 2], [room, great, 0]]",,1.0,,,0.8,,1.0,0.0,,
7741,knchoi,2018-07-01,PreCovid,3,4.0,"[[hotel, cheap, 1], [hotel, cheap, 1], [hotel, good, 1], [breakfast, narrow, 4]]",3.0,,,0.5,,,,,1.0,-0.2
7742,wng621275,2018-07-01,PreCovid,3,5.0,"[[water, hot, 0], [breakfast, corridor, 4], [food, good, 1], [food, spread, 1]]",2.0,1.0,,0.35,0.25,,,,1.0,0.0
7743,shba2906,2018-07-01,PreCovid,3,4.0,"[[room, small, 0], [room, 'even room', 0], [place, small, 1], [place, bare, 1], [room, luggag, 0]]",2.0,3.0,,-0.1,-0.08333333333333333,,,,,
7744,DennIsTravelling,2018-07-01,PreCovid,3,5.0,"[[need, good, 3]]",,,1.0,,,0.7,,,,
7745,Fihr,2018-07-01,PreCovid,3,4.0,"[[area, central, 4], [room, compact, 0], [area, 'even recept', 4], [space, much, 0], [staff, fast, 1]]",1.0,2.0,,0.2,0.1,,,,2.0,0.0
7746,Beccawxr,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
7747,Airoosh,2018-07-01,PreCovid,3,3.0,"[[room, local, 0], [space, much, 0]]",,2.0,,,0.1,,,,,
7748,Paradise559028,2018-07-01,PreCovid,3,2.0,"[[room, direct, 0], [room, 'much direct', 0], [bed, top, 0], [room, spiritu, 0]]",,4.0,,,0.175,,,,,
7749,Hannah,2018-07-01,PreCovid,3,4.0,"[[room, small, 0], [room, cheapest, 0], [room, knew, 0], [staff, clean, 1]]",1.0,3.0,,0.3666666666666667,-0.08333333333333333,,,,,
7750,foadie,2018-07-01,PreCovid,3,4.0,"[[room, greater, 0], [stay, overal, 1], [stay, good, 1]]",2.0,1.0,,0.35,0.5,,,,,
7751,Gita D,2018-07-01,PreCovid,3,4.0,"[[stay, short, 1], [water, hot, 0], [water, cold, 0]]",1.0,2.0,,0.0,-0.175,,,,,
7752,Alina C,2018-07-01,PreCovid,3,3.0,[],,,,,,,,,,
7753,Heather_CD8,2018-07-01,PreCovid,3,4.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
7754,varunan_v,2018-07-01,PreCovid,3,5.0,"[[room, good, 0], [room, clean, 0]]",,2.0,,,0.5333333333333333,,,,,
7755,Yeoh H,2018-07-01,PreCovid,3,4.0,"[[staff, clean, 1]]",1.0,,,0.3666666666666667,,,,,,
7756,yabe2017,2018-07-01,PreCovid,3,5.0,"[[staff, good, 1], [room, insid, 0]]",1.0,1.0,,0.7,0.0,,,,,
7757,Andrew Z,2018-07-01,PreCovid,3,4.0,"[[time, faster, 2], [size, small, 0]]",,1.0,,,-0.25,,1.0,0.0,,
7758,macmilinkiran,2018-07-01,PreCovid,3,3.0,[],,,,,,,,,,
7759,CKTravel,2018-07-01,PreCovid,3,4.0,"[[hotel, great, 1], [room, good, 0]]",1.0,1.0,,0.8,0.7,,,,,
7760,LolaTS52,2018-07-01,PreCovid,3,5.0,"[[use, advic, 3]]",,,1.0,,,0.0,,,,
7761,Mariana,2018-07-01,PreCovid,3,4.0,"[[room, good, 0], [room, standard, 0], [room, standard, 0], [room, servic, 0], [room, weird, 0], [friendli, great, 1]]",1.0,5.0,,0.8,0.039999999999999994,,,,,
7762,alexandrytka,2018-07-01,PreCovid,3,5.0,"[[room, high, 0], [room, qualiti, 0], [room, standard, 0]]",,3.0,,,0.05333333333333334,,,,,
7763,ssskor,2018-07-01,PreCovid,3,3.0,"[[shower, clean, 0]]",,1.0,,,0.3666666666666667,,,,,
7764,Lesley P,2018-07-01,PreCovid,3,5.0,"[[hotel, great, 1], [hotel, modern, 1], [water, cold, 0]]",2.0,1.0,,0.5,-0.6,,,,,
7765,Zaidan Z,2018-07-01,PreCovid,3,5.0,"[[hotel, nice, 1], [comfort, compact, 1], [room, compact, 0]]",2.0,1.0,,0.3,0.0,,,,,
7766,Yuto,2018-07-01,PreCovid,3,4.0,"[[help, good, 1]]",1.0,,,0.7,,,,,,
7767,Xcalloc,2018-07-01,PreCovid,3,4.0,"[[room, 'fast easi', 0]]",,1.0,,,0.2,,,,,
7768,naomi33,2018-07-01,PreCovid,3,4.0,"[[shower, strong, 0], [size, huge, 0], [size, high, 0]]",,3.0,,,0.33111111111111113,,,,,
7769,landartdesignid,2018-07-01,PreCovid,3,4.0,"[[room, corridor, 0]]",,1.0,,,0.0,,,,,
7770,gjobse366512,2018-07-01,PreCovid,3,4.0,"[[need, basic, 3], [bed, good, 0]]",,1.0,1.0,,0.7,0.0,,,,
7771,jchuma,2018-07-01,PreCovid,3,4.0,"[[place, good, 1], [room, cold, 0]]",1.0,1.0,,0.7,-0.6,,,,,
7772,jaylinyeo,2018-07-01,PreCovid,3,5.0,"[[hotel, best, 1]]",1.0,,,1.0,,,,,,
7773,Proud1929,2018-07-01,PreCovid,3,5.0,"[[help, nice, 1], [room, everi, 0]]",1.0,1.0,,0.6,0.0,,,,,
7774,Wairin,2018-07-01,PreCovid,3,4.0,"[[room, nice, 0], [room, good, 0], [room, servic, 0], [room, good, 0], [time, next, 2]]",,4.0,,,0.49999999999999994,,1.0,0.0,,
7775,ofralip,2018-07-01,PreCovid,3,5.0,"[[room, perfect, 0], [room, generous, 0], [place, good, 1], [love, comftabl, 3]]",1.0,2.0,1.0,0.7,0.5,0.5,,,,
7776,aaronma,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7777,Francis s,2018-07-01,PreCovid,3,3.0,"[[hotel, good, 1], [hotel, great, 1], [size, good, 0], [size, great, 0], [size, small, 0], [size, 'plain small', 0], [size, small, 0], [breakfast, good, 4]]",2.0,5.0,,0.75,0.15357142857142855,,,,1.0,0.7
7778,Mikhail B,2018-07-01,PreCovid,3,5.0,"[[room, small, 0], [room, good, 0]]",,2.0,,,0.22499999999999998,,,,,
7779,amberpegler9,2018-07-01,PreCovid,3,5.0,"[[hotel, good, 1], [size, extra, 0], [size, orchard, 0], [room, perfect, 0], [room, good, 0], [staff, servic, 1], [friendli, clean, 1], [friendli, 'alway clean', 1]]",4.0,4.0,,0.35833333333333334,0.425,,,,,
7780,albertseposbus,2018-07-01,PreCovid,3,5.0,"[[place, singapor, 1]]",1.0,,,0.0,,,,,,
7781,izomcool,2018-07-01,PreCovid,3,4.0,"[[hotel, good, 1], [night, nice, 4], [staff, good, 1], [room, good, 0], [time, clean, 2]]",2.0,1.0,,0.7,0.7,,1.0,0.3666666666666667,1.0,0.6
7782,KARSAN P,2018-07-01,PreCovid,3,4.0,"[[hotel, great, 1], [room, great, 0], [comfort, small, 1], [comfort, compact, 1], [friendli, great, 1], [staff, choic, 1], [staff, mini, 1], [staff, singapor, 1]]",7.0,1.0,,0.19285714285714287,0.8,,,,,
7783,victorgekara,2018-07-01,PreCovid,3,4.0,"[[stay, nice, 1], [stay, servic, 1], [staff, nice, 1], [staff, tidi, 1]]",4.0,,,0.3,,,,,,
7784,Charles G,2018-07-01,PreCovid,3,5.0,"[[breakfast, free, 4]]",,,,,,,,,1.0,0.4
7785,Cerys W,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
7786,cslee91,2018-07-01,PreCovid,3,3.0,"[[friendli, overal, 1], [friendli, decent, 1]]",2.0,,,0.08333333333333333,,,,,,
7787,mrHM77,2018-07-01,PreCovid,3,5.0,"[[room, good, 0], [room, clean, 0], [room, quiet, 0], [room, good, 0], [food, local, 1]]",1.0,4.0,,0.0,0.44166666666666665,,,,,
7788,hanilee828,2018-07-01,PreCovid,3,4.0,"[[time, good, 2], [time, good, 2], [time, experi, 2], [room, nice, 0], [help, cordial, 1], [room, notic, 0]]",1.0,2.0,,0.0,0.3,,3.0,0.4666666666666666,,
7789,Road700785,2018-07-01,PreCovid,3,4.0,"[[breakfast, good, 4], [breakfast, clean, 4], [breakfast, quiet, 4], [food, local, 1]]",1.0,,,0.0,,,,,3.0,0.35555555555555557
7790,Kayla H,2018-07-01,PreCovid,3,5.0,"[[room, singl, 0], [size, small, 0], [room, nice, 0], [room, cute, 0], [shower, weird, 0]]",,5.0,,,0.06999999999999999,,,,,
7791,JoseEduardoBtesh,2018-06-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, good, 1], [comfort, small, 1], [shower, good, 0]]",3.0,1.0,,0.4166666666666667,0.7,,,,,
7792,Stefan AH,2018-07-01,PreCovid,3,5.0,"[[place, incred, 1]]",1.0,,,0.0,,,,,,
7793,engorna,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7794,msjenniferle34,2018-07-01,PreCovid,3,4.0,"[[room, good, 0], [room, choic, 0], [day, long, 2], [day, next, 2], [room, bad, 0], [day, last, 2]]",,3.0,,,3.700743415417188e-17,,3.0,-0.016666666666666666,,
7795,Yu J,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7796,Aryo Sesotya Gumilang,2018-07-01,PreCovid,3,5.0,"[[room, nice, 0], [room, quiet, 0], [room, small, 0], [floor, nice, 0]]",,4.0,,,0.2375,,,,,
7797,donswim,2018-05-01,PreCovid,3,4.0,"[[hotel, good, 1], [breakfast, decent, 4], [hotel, bad, 1]]",2.0,,,5.551115123125783e-17,,,,,1.0,0.16666666666666666
7798,penseur2rollin,2018-07-01,PreCovid,3,3.0,"[[hotel, good, 1], [hotel, situat, 1], [room, small, 0]]",2.0,1.0,,0.35,-0.25,,,,,
7799,w_k_liew,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7800,uroshin,2018-07-01,PreCovid,3,4.0,"[[room, small, 0], [staff, good, 1], [staff, good, 1], [room, servic, 0], [floor, first, 0]]",2.0,3.0,,0.7,0.0,,,,,
7801,lin_m69,2018-07-01,PreCovid,3,3.0,"[[staff, good, 1], [friendli, servic, 1], [floor, high, 0], [room, quiet, 0]]",2.0,2.0,,0.35,0.08,,,,,
7802,Maggie L,2018-07-01,PreCovid,3,4.0,[],,,,,,,,,,
7803,明樵 吳,2018-07-01,PreCovid,3,3.0,"[[room, good, 0], [time, next, 2]]",,1.0,,,0.7,,1.0,0.0,,
7804,djschaef,2018-06-01,PreCovid,3,5.0,"[[room, good, 0], [room, clean, 0], [bed, nice, 0], [room, good, 0], [room, qualiti, 0], [room, good, 0], [day, good, 2]]",,6.0,,,0.5111111111111111,,1.0,0.7,,
7805,nektariakok,2018-07-01,PreCovid,3,4.0,"[[staff, helpful, 1]]",1.0,,,0.0,,,,,,
7806,vsrnagabhushan,2018-07-01,PreCovid,3,4.0,"[[place, conjust, 1], [place, proper, 1], [staff, luggag, 1], [hotel, ant, 1]]",4.0,,,0.0,,,,,,
7807,finnmorgan,2018-07-01,PreCovid,3,5.0,"[[room, incred, 0], [time, due, 2], [day, last, 2]]",,1.0,,,0.0,,2.0,-0.0625,,
7808,Olivier C,2018-07-01,PreCovid,3,5.0,"[[place, great, 1], [breakfast, singapor, 4]]",1.0,,,0.8,,,,,1.0,0.0
7809,CYP_WN,2018-07-01,PreCovid,3,3.0,"[[staff, new, 1], [room, pleasant, 0], [door, knock, 0]]",1.0,2.0,,0.13636363636363635,0.36666666666666664,,,,,
7810,Divesh I,2018-07-01,PreCovid,3,5.0,"[[hotel, right, 1], [room, perfect, 0]]",1.0,1.0,,0.2857142857142857,1.0,,,,,
7811,jeongtaekim,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
7812,steveck,2018-07-01,PreCovid,3,5.0,"[[walk, short, 4], [time, sever, 2]]",,,,,,,1.0,0.0,1.0,0.0
7813,Cecilia L,2018-07-01,PreCovid,3,4.0,"[[locat, small, 4], [locat, nice, 4], [size, nice, 0], [size, small, 0]]",,2.0,,,0.175,,,,2.0,0.175
